alias,categories_alias,categories_title,coordinates_latitude,coordinates_longitude,display_phone,id,image_url,location_city,location_country,location_state,location_zip_code,name,phone,price,rating,review_count,transactions,url,cnt,num_resto_in_city,City,Population,resto_per_capita_city,price_num,category_by_name
the-asian-cafe-murphys,"vietnamese,chinese","Vietnamese,Chinese",38.136361516080896,-120.456409074074,(209) 728-8898,zQSEHF44G8rNfujbIxvIYg,https://s3-media2.fl.yelpcdn.com/bphoto/cOmGCX8i9gl3OMJbJ888_w/o.jpg,Murphys,US,CA,95247.0,The Asian Cafe,12097288898.0,$,4.5,83,pickup,https://www.yelp.com/biz/the-asian-cafe-murphys?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,1,Murphys,2070.0,0.4830917874396136,1.0,other
saigon-pho-and-sandwiches-merced-2,vietnamese,Vietnamese,37.317673,-120.4727,(209) 233-9234,O5w01A7zVeQt-uNRLb--xA,https://s3-media4.fl.yelpcdn.com/bphoto/hOJ5ywjC5o1YdYPJIZBp5g/o.jpg,Merced,US,CA,95348.0,Saigon Pho & Sandwiches,12092339234.0,$,2.5,169,,https://www.yelp.com/biz/saigon-pho-and-sandwiches-merced-2?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,2,Merced,82008.0,0.02438786459857575,1.0,pho
aj-noodles-glendale,"vietnamese,ramen","Vietnamese,Ramen",34.22229,-118.24916,(818) 248-2488,0Vz2syFa9XcblzbXro4R0A,https://s3-media3.fl.yelpcdn.com/bphoto/xcA6JhMmZ_W5-tsb_RRazQ/o.jpg,Glendale,US,CA,91214.0,AJ Noodles,18182482488.0,$,4.5,287,,https://www.yelp.com/biz/aj-noodles-glendale?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,6,Glendale,199750.0,0.030037546933667083,1.0,pho
pho-season-la-cañada-flintridge,vietnamese,Vietnamese,34.21601,-118.22559,(818) 249-0001,bCyH6NLDFKQu9JycC-Qkrw,https://s3-media1.fl.yelpcdn.com/bphoto/2NQufa7n5n4yEbyGc-NPaA/o.jpg,La Cañada Flintridge,US,CA,91011.0,Pho Season,18182490001.0,$$,4.0,304,,https://www.yelp.com/biz/pho-season-la-ca%C3%B1ada-flintridge?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,1,La Cañada Flintridge,20474.0,0.048842434306925864,2.0,pho
pho-22-la-crescenta,vietnamese,Vietnamese,34.20506,-118.226309,(818) 957-2121,uVfFcNssLVXbrQNThjisPA,https://s3-media2.fl.yelpcdn.com/bphoto/FQTQIjpA4Xrk-57fbsCYLQ/o.jpg,La Crescenta,US,CA,91214.0,Pho 22,18189572121.0,$,3.5,230,,https://www.yelp.com/biz/pho-22-la-crescenta?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,1,,,,1.0,pho
cafe-vietnam-truck-los-angeles-30,"vietnamese,sandwiches,foodtrucks","Vietnamese,Sandwiches,Food Trucks",33.958040000000004,-118.3898,(949) 678-9281,sYZ-QjJ0BI1qV1aTRbXUJQ,https://s3-media1.fl.yelpcdn.com/bphoto/_leKuRTFcyjq0g3S2YN5_Q/o.jpg,Los Angeles,US,CA,90045.0,Cafe Vietnam Truck,19496789281.0,$,5.0,151,"delivery,pickup",https://www.yelp.com/biz/cafe-vietnam-truck-los-angeles-30?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,90,Los Angeles,3949776.0,0.02278610230048489,1.0,other
viet-huong-restaurant-el-monte,vietnamese,Vietnamese,34.0630760192871,-118.040542602539,(626) 454-2590,VPLsaJdUxBdOSzgYbjHNyg,https://s3-media3.fl.yelpcdn.com/bphoto/0B-UFdasR3c3SzZQHVzUlg/o.jpg,El Monte,US,CA,91733.0,Viet Huong Restaurant,16264542590.0,$,4.0,737,,https://www.yelp.com/biz/viet-huong-restaurant-el-monte?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,17,El Monte,115958.0,0.14660480518808533,1.0,other
summer-rolls-rosemead,vietnamese,Vietnamese,34.0837,-118.07268,(626) 286-3370,FhlRsKSCd5-3Tt4pJY4EAQ,https://s3-media2.fl.yelpcdn.com/bphoto/szAnwTWH5AJS-JguuRYB8w/o.jpg,Rosemead,US,CA,91770.0,Summer Rolls,16262863370.0,$,4.0,543,,https://www.yelp.com/biz/summer-rolls-rosemead?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,36,Rosemead,54615.0,0.6591595715462785,1.0,other
golden-deli-san-gabriel-san-gabriel-2,"vietnamese,noodles,soup","Vietnamese,Noodles,Soup",34.102792,-118.11174,(626) 308-0803,WqgbuGA270_uGnUJXyd5Fw,https://s3-media1.fl.yelpcdn.com/bphoto/OkK7Ly8KERulp-8mZyvrZQ/o.jpg,San Gabriel,US,CA,91776.0,Golden Deli - San Gabriel,16263080803.0,$,4.0,2489,,https://www.yelp.com/biz/golden-deli-san-gabriel-san-gabriel-2?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,22,San Gabriel,40315.0,0.5457025920873124,1.0,other
belage-gourmet-fullerton,"vietnamese,french,tapas","Vietnamese,French,Tapas Bars",33.89409000000001,-117.93075,(714) 441-0714,P0y9KCBkqWG-A4s4Imvd9w,https://s3-media2.fl.yelpcdn.com/bphoto/tho2OTX5jSEsZ10BpWB2xw/o.jpg,Fullerton,US,CA,92835.0,Belage Gourmet,17144410714.0,,4.5,7,"delivery,pickup",https://www.yelp.com/biz/belage-gourmet-fullerton?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,14,Fullerton,139976.0,0.10001714579642224,,other
monarch-9-café-yorba-linda-2,"french,vietnamese","French,Vietnamese",33.87703,-117.73803999999998,(714) 602-9371,1dNP0XZRFLOrtkdRsNZQHA,https://s3-media2.fl.yelpcdn.com/bphoto/FEQ6b0NN1J2XAdKEwqrtrw/o.jpg,Yorba Linda,US,CA,92887.0,Monarch 9 Café,17146029371.0,$$,4.5,583,,https://www.yelp.com/biz/monarch-9-caf%C3%A9-yorba-linda-2?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,1,Yorba Linda,67740.0,0.014762326542663125,2.0,other
súp-noodle-bar-buena-park-buena-park,"vietnamese,asianfusion,noodles","Vietnamese,Asian Fusion,Noodles",33.8860404151483,-117.996080294251,(714) 521-2444,BJr0sIwRwTNrIcF-NkrPqA,https://s3-media4.fl.yelpcdn.com/bphoto/8Qm8kDcG2nHLvi6pZdfEIw/o.jpg,Buena Park,US,CA,90621.0,Súp Noodle Bar - Buena Park,17145212444.0,$$,4.5,1635,,https://www.yelp.com/biz/s%C3%BAp-noodle-bar-buena-park-buena-park?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,5,Buena Park,83020.0,0.060226451457480124,2.0,pho
summer-rolls-temple-city-3,"vietnamese,beerbar","Vietnamese,Beer Bar",34.1046157761526,-118.073243424296,(626) 872-2899,wQGlaZPjtnkxREUQUoieoQ,https://s3-media3.fl.yelpcdn.com/bphoto/4f7-56GAY8_qa4wmXsGBqQ/o.jpg,Temple City,US,CA,91780.0,Summer Rolls,16268722899.0,$,4.0,685,,https://www.yelp.com/biz/summer-rolls-temple-city-3?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,3,Temple City,36214.0,0.08284089026343404,1.0,other
golden-deli-temple-city-temple-city,"vietnamese,noodles,soup","Vietnamese,Noodles,Soup",34.1067,-118.05866,(626) 285-2899,i1J8Hbco-Ox8pe0gqo8WOA,https://s3-media2.fl.yelpcdn.com/bphoto/Gv1OZnGNOxlNI302x9sZ1w/o.jpg,Temple City,US,CA,91780.0,Golden Deli - Temple City,16262852899.0,$,4.0,726,,https://www.yelp.com/biz/golden-deli-temple-city-temple-city?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,3,Temple City,36214.0,0.08284089026343404,1.0,other
com-tam-thuan-kieu-san-gabriel,vietnamese,Vietnamese,34.079646999999994,-118.098549,(626) 280-5660,POOukTMVzH6TPTmx9C_X3Q,https://s3-media2.fl.yelpcdn.com/bphoto/uMosFxxkHG3u3PVcqMqZ1g/o.jpg,San Gabriel,US,CA,91776.0,Com Tam Thuan Kieu,16262805660.0,$,4.0,441,,https://www.yelp.com/biz/com-tam-thuan-kieu-san-gabriel?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,22,San Gabriel,40315.0,0.5457025920873124,1.0,other
pho-van-hacienda-heights-3,"vietnamese,noodles,soup","Vietnamese,Noodles,Soup",33.9969786569337,-117.967978843827,(909) 315-0441,eFxhdrf3l5em8ju5O8P3sA,https://s3-media1.fl.yelpcdn.com/bphoto/4pOeGJ_0qukWqoMaMymiPQ/o.jpg,Hacienda Heights,US,CA,91745.0,Pho Van,19093150441.0,$,4.5,88,,https://www.yelp.com/biz/pho-van-hacienda-heights-3?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,3,Hacienda Heights,54155.0,0.05539654694857354,1.0,pho
red-9-rosemead,vietnamese,Vietnamese,34.0803710740969,-118.07836342603001,(626) 782-7929,cu-t7jgnmUitopaE-UGeow,https://s3-media2.fl.yelpcdn.com/bphoto/isCAnR6cyvukWwg3YBl6SA/o.jpg,Rosemead,US,CA,91770.0,Red 9,16267827929.0,$$,4.0,82,,https://www.yelp.com/biz/red-9-rosemead?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,36,Rosemead,54615.0,0.6591595715462785,2.0,other
bmc-pho-hacienda-heights-5,"vietnamese,sandwiches,noodles","Vietnamese,Sandwiches,Noodles",34.0104802,-117.962797,(626) 330-3765,oWum_xNlF5XKJLa6b6U_mA,https://s3-media1.fl.yelpcdn.com/bphoto/yX8-c8fhDsLmilFA20K0Tw/o.jpg,Hacienda Heights,US,CA,91745.0,BMC Pho,16263303765.0,$,3.0,134,,https://www.yelp.com/biz/bmc-pho-hacienda-heights-5?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,3,Hacienda Heights,54155.0,0.05539654694857354,1.0,pho
banh-mi-my-tho-alhambra,"sandwiches,vietnamese,coffee","Sandwiches,Vietnamese,Coffee & Tea",34.0782664,-118.1257901,(626) 289-4160,C_SUWwXKYNuv1pM1QngJxw,https://s3-media2.fl.yelpcdn.com/bphoto/l5Z9jqAoKn5NB_7smaHFTA/o.jpg,Alhambra,US,CA,91803.0,Banh Mi My Tho,16262894160.0,$,4.5,1567,,https://www.yelp.com/biz/banh-mi-my-tho-alhambra?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,14,Alhambra,85168.0,0.16438098816456884,1.0,sandwich
pho-45-la-mirada,"vietnamese,soup","Vietnamese,Soup",33.9151649,-118.0116653,(562) 947-1702,n43eoDXjZr1xtxW0OnPjyA,https://s3-media1.fl.yelpcdn.com/bphoto/7LeziJ3AC3tqgBB5L3fF_w/o.jpg,La Mirada,US,CA,90638.0,Pho 45,15629471702.0,$,4.5,669,,https://www.yelp.com/biz/pho-45-la-mirada?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,2,La Mirada,49162.0,0.040681827427688055,1.0,pho
viet-phomula-monrovia-12,vietnamese,Vietnamese,34.1471173,-118.0005678,(626) 789-9563,oDFJQaCkzecVvN1vqBT9XQ,https://s3-media1.fl.yelpcdn.com/bphoto/v1lVAYATXoTdcW63XAq91Q/o.jpg,Monrovia,US,CA,91016.0,Viet Phomula,16267899563.0,$,4.5,143,"delivery,pickup",https://www.yelp.com/biz/viet-phomula-monrovia-12?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,2,Monrovia,37138.0,0.05385319618719371,1.0,pho
diep-thanh-thanh-seafood-restaurant-drink-and-dessert-rosemead,"vietnamese,seafood,hotpot","Vietnamese,Seafood,Hot Pot",34.06219,-118.08452,(626) 280-6666,5VMj8ttTiE5GOQ0dotSDPQ,https://s3-media4.fl.yelpcdn.com/bphoto/GhZZwBh5dIUbgR3a6WSsuA/o.jpg,Rosemead,US,CA,91770.0,Diep Thanh Thanh Seafood Restaurant Drink and Dessert,16262806666.0,$$,4.0,241,,https://www.yelp.com/biz/diep-thanh-thanh-seafood-restaurant-drink-and-dessert-rosemead?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,36,Rosemead,54615.0,0.6591595715462785,2.0,other
vietnam-restaurant-san-gabriel,vietnamese,Vietnamese,34.10214000000001,-118.10418,(626) 281-5577,0zYsE9-qhA7YjdChrfBDUQ,https://s3-media3.fl.yelpcdn.com/bphoto/k5UGX6Dk7YbnWq17UK5UZw/o.jpg,San Gabriel,US,CA,91776.0,Vietnam Restaurant,16262815577.0,$,4.0,419,,https://www.yelp.com/biz/vietnam-restaurant-san-gabriel?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,22,San Gabriel,40315.0,0.5457025920873124,1.0,other
thien-an-bo-7-mon-rosemead-2,vietnamese,Vietnamese,34.0807311295013,-118.076821441742,(626) 286-6665,pSl46VHkFiIbDEOQppXhQw,https://s3-media4.fl.yelpcdn.com/bphoto/o-fZOpWf9mjI_y-PSP_otA/o.jpg,Rosemead,US,CA,91770.0,Thien An Bo 7 Mon,16262866665.0,$$,4.0,471,,https://www.yelp.com/biz/thien-an-bo-7-mon-rosemead-2?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,36,Rosemead,54615.0,0.6591595715462785,2.0,other
pho-viet-express-arcadia-2,"vietnamese,soup","Vietnamese,Soup",34.1316,-118.06632,,NTc9PbuG-VuttCuDuQC30g,https://s3-media2.fl.yelpcdn.com/bphoto/zcvULrzKBjhGlQL9CHboDw/o.jpg,Arcadia,US,CA,91007.0,Pho Viet Express,,,4.5,8,,https://www.yelp.com/biz/pho-viet-express-arcadia-2?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,6,Arcadia,58156.0,0.10317078203452784,,pho
red-top-kitchen-baldwin-park,vietnamese,Vietnamese,34.07267,-117.97845,(626) 598-4071,AkkRa0HP4fx5eo4eSIA7pQ,https://s3-media2.fl.yelpcdn.com/bphoto/ZwxMmaqgSGeN7sfnc8FdtQ/o.jpg,Baldwin Park,US,CA,91706.0,Red Top Kitchen,16265984071.0,$,4.0,260,,https://www.yelp.com/biz/red-top-kitchen-baldwin-park?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,2,Baldwin Park,76572.0,0.026119208065611448,1.0,other
flavor-pho-cerritos,"vietnamese,noodles","Vietnamese,Noodles",33.8579219,-118.0895493,(562) 402-0909,z6Wv3fIycuYEbeE2eLeIEw,https://s3-media4.fl.yelpcdn.com/bphoto/Zb9sDEq2MjgR6hcroe6TOA/o.jpg,Cerritos,US,CA,90703.0,Flavor Pho,15624020909.0,$,4.5,363,,https://www.yelp.com/biz/flavor-pho-cerritos?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,5,Cerritos,50145.0,0.09971083856815237,1.0,pho
my-van-vietnamese-noodle-and-drink-rosemead,"vietnamese,noodles","Vietnamese,Noodles",34.080343027074896,-118.08296743780399,(626) 380-0707,aO3StgnL3U4JamLmgxGGKw,https://s3-media2.fl.yelpcdn.com/bphoto/6I4ThbQ_mgpYC8omN5mcpg/o.jpg,Rosemead,US,CA,91770.0,My Van Vietnamese Noodle & Drink,16263800707.0,$,4.5,69,,https://www.yelp.com/biz/my-van-vietnamese-noodle-and-drink-rosemead?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,36,Rosemead,54615.0,0.6591595715462785,1.0,pho
phuong-anh-south-el-monte,vietnamese,Vietnamese,34.0625186,-118.0639136,(626) 450-0729,lo_icfZHLCGTO1SW-Pk_6g,https://s3-media2.fl.yelpcdn.com/bphoto/XRIt8_s7-f40yEIT_qK4KA/o.jpg,South El Monte,US,CA,91733.0,Phuong Anh,16264500729.0,$$,5.0,26,,https://www.yelp.com/biz/phuong-anh-south-el-monte?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,12,South El Monte,20712.0,0.5793742757821553,2.0,other
kim-hoa-hue-restaurant-el-monte,vietnamese,Vietnamese,34.06313,-118.05521,(626) 350-1382,CM8CYZHzxWud-UVXv0lSdw,https://s3-media2.fl.yelpcdn.com/bphoto/atqg-n9jn7Oh5wF3EuzxOg/o.jpg,El Monte,US,CA,91733.0,Kim Hoa Hue Restaurant,16263501382.0,$,3.5,103,,https://www.yelp.com/biz/kim-hoa-hue-restaurant-el-monte?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,17,El Monte,115958.0,0.14660480518808533,1.0,other
pho-john-baldwin-park-3,"vietnamese,soup,asianfusion","Vietnamese,Soup,Asian Fusion",34.0651811,-117.96702720000002,(626) 960-1234,tUAE0SJay1PgEgtO5XePcw,https://s3-media4.fl.yelpcdn.com/bphoto/KqDaWA2iLq-rR8PXgeqJ5Q/o.jpg,Baldwin Park,US,CA,91706.0,Pho John,16269601234.0,$,4.0,56,"delivery,pickup",https://www.yelp.com/biz/pho-john-baldwin-park-3?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,2,Baldwin Park,76572.0,0.026119208065611448,1.0,pho
pho-ology-whittier-3,"vietnamese,soup","Vietnamese,Soup",33.9987054892672,-118.055960275233,(562) 398-4869,PvPF5qfX_i_qppEhNhakoQ,https://s3-media3.fl.yelpcdn.com/bphoto/LEtkPKeRHky0JLW9KOYeyA/o.jpg,Whittier,US,CA,90601.0,Pho-Ology,15623984869.0,$,4.0,315,pickup,https://www.yelp.com/biz/pho-ology-whittier-3?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,5,Whittier,86852.0,0.0575691981762078,1.0,pho
lotus-house-temple-city-2,"vietnamese,chinese","Vietnamese,Chinese",34.1003251473588,-118.07371482253099,(626) 741-5468,zX5hrnNu7yHv_tdgu5QOqQ,https://s3-media2.fl.yelpcdn.com/bphoto/Y1Vxa-9mkd_7EQTKBrRptw/o.jpg,Temple City,US,CA,91780.0,Lotus House,16267415468.0,$,4.0,252,,https://www.yelp.com/biz/lotus-house-temple-city-2?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,3,Temple City,36214.0,0.08284089026343404,1.0,other
sáu-can-tho-vietnamese-kitchen-rosemead-5,vietnamese,Vietnamese,34.062330200000005,-118.0845813,(626) 307-8868,yFDpAKBSn4ib8YUF4DXr-Q,https://s3-media2.fl.yelpcdn.com/bphoto/RcmiZjuvh83s3k_tZ-YHkw/o.jpg,Rosemead,US,CA,91770.0,Sáu Can Tho Vietnamese Kitchen,16263078868.0,$$,4.0,85,,https://www.yelp.com/biz/s%C3%A1u-can-tho-vietnamese-kitchen-rosemead-5?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,36,Rosemead,54615.0,0.6591595715462785,2.0,other
pho-whittier-whittier-2,"vietnamese,bubbletea","Vietnamese,Bubble Tea",33.960410700000004,-118.0296539,(562) 360-1326,7DV0KDYyZJog1iaWYaDGqw,https://s3-media3.fl.yelpcdn.com/bphoto/p0Tb19XDC-zU7E2rSYGjUA/o.jpg,Whittier,US,CA,90605.0,Pho Whittier,15623601326.0,$$,4.0,432,"delivery,pickup",https://www.yelp.com/biz/pho-whittier-whittier-2?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,5,Whittier,86852.0,0.0575691981762078,2.0,pho
nha-trang-monterey-park,"vietnamese,noodles","Vietnamese,Noodles",34.06218,-118.11193,(626) 288-8825,sjgJXZvYnheRS3XiKxKl-A,https://s3-media3.fl.yelpcdn.com/bphoto/HDpAFc9EPvaWfdtcHkR62w/o.jpg,Monterey Park,US,CA,91755.0,Nha Trang,16262888825.0,$,4.0,325,,https://www.yelp.com/biz/nha-trang-monterey-park?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,7,Monterey Park,61056.0,0.11464884696016772,1.0,other
nha-trang-san-gabriel,vietnamese,Vietnamese,34.08031,-118.09646,(626) 572-7638,IzISVIUkmt3aVd_w2v5SLg,https://s3-media1.fl.yelpcdn.com/bphoto/9Ud5NK5EshHVBnlO73iCQQ/o.jpg,San Gabriel,US,CA,91776.0,Nha Trang,16265727638.0,$,4.0,378,,https://www.yelp.com/biz/nha-trang-san-gabriel?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,22,San Gabriel,40315.0,0.5457025920873124,1.0,other
nha-trang-kitchen-san-gabriel-2,vietnamese,Vietnamese,34.1041793823242,-118.09059906005899,(626) 292-2228,zwojICI4Vlo3dpHFrceIAw,https://s3-media4.fl.yelpcdn.com/bphoto/FCiO9wI9WrIqs3S5C4EStg/o.jpg,San Gabriel,US,CA,91775.0,Nha Trang Kitchen,16262922228.0,$,4.0,246,,https://www.yelp.com/biz/nha-trang-kitchen-san-gabriel-2?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,22,San Gabriel,40315.0,0.5457025920873124,1.0,other
pho-hoa-vietnamese-restaurant-city-of-industry,vietnamese,Vietnamese,34.0244505,-117.9608293,(626) 330-3046,O2yxcF4nTg9aJTQpxAOHvQ,https://s3-media3.fl.yelpcdn.com/bphoto/wJTW8KCscWf-3rLnNvmrPA/o.jpg,City of Industry,US,CA,91746.0,Pho Hoa Vietnamese Restaurant,16263303046.0,$,3.5,167,,https://www.yelp.com/biz/pho-hoa-vietnamese-restaurant-city-of-industry?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,5,,,,1.0,pho
pho-hai-kieu-san-gabriel-2,vietnamese,Vietnamese,34.0898014,-118.09061206877199,(626) 872-0328,6aLK1ITX1_Ny_FXcrU1c7A,https://s3-media3.fl.yelpcdn.com/bphoto/4HvF9UwjDqOho56mWgBU7w/o.jpg,San Gabriel,US,CA,91776.0,Pho Hai Kieu,16268720328.0,$,4.0,81,,https://www.yelp.com/biz/pho-hai-kieu-san-gabriel-2?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,22,San Gabriel,40315.0,0.5457025920873124,1.0,pho
broken-rice-montebello-2,"vietnamese,noodles,sandwiches","Vietnamese,Noodles,Sandwiches",34.0361373009261,-118.08499012096901,(213) 297-7727,ZR8NaFXh8rZkRJjSNqySYw,https://s3-media4.fl.yelpcdn.com/bphoto/Fw6sPOMm7i9eHrp63Bv5Qw/o.jpg,Montebello,US,CA,90640.0,Broken Rice,12132977727.0,,4.5,34,,https://www.yelp.com/biz/broken-rice-montebello-2?adjust_creative=Wu9gfEkr1Iqmmu5UKQvcJw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Wu9gfEkr1Iqmmu5UKQvcJw,1,3,Montebello,63468.0,0.04726791453961051,,other
